x1,x2,linear_mix,periodic,noise1,noise2,target
0.66585916,0.91301401,0.74570076,0.79387428,1.5203856,-1.37420084,0
-0.46063339,1.03835301,-0.03619543,-0.61359696,0.7897639,1.74524128,0
0.87094604,0.80879324,0.83662797,1.0904434,1.1763505,-0.55987666,0
0.51648142,0.26060955,0.58732022,1.19021614,1.01121104,-0.51164832,1
0.69597597,0.52299249,0.5646586,1.20818726,-0.35874034,-0.13026565,1
-0.92647585,0.2905398,-0.68398808,-0.53913,-1.17682361,0.56022424,0
-0.29129155,0.69896151,0.11955802,-0.60632405,-0.38682852,-1.94805018,0
0.23891025,-0.2381407,-0.04083648,0.31399312,0.02919273,0.10938702,1
-0.17551136,0.35284068,-0.14487866,-0.58756802,0.8219202,-1.70641345,1
0.7183106,0.23254097,0.03138259,1.1853722,0.29505415,0.40102285,0
-0.44740216,0.40638237,-0.02674504,-0.90089326,0.33206429,2.15646544,0
-0.8545951,0.39638199,-0.49671885,-1.06226813,0.98191915,0.67746858,0
1.05509764,-0.90285098,0.49054955,0.60995343,-2.2000291,1.71351423,1
-0.28020725,1.13708227,-0.13788153,-0.7908843,0.24666517,-0.34120619,0
1.7004456,0.33036313,1.06834761,-0.64106907,-0.80836617,-0.58263838,1
0.25243658,0.90040172,0.44024453,0.42516841,-0.77891672,0.42487966,0
-0.20730773,0.82351713,0.06954112,-0.69916011,-1.4521801,-1.25412802,0
-0.97512995,-0.15389774,-0.70390863,-0.52643628,-0.31789932,0.2413595,0
0.89115263,-0.0973623,0.30845709,0.93786632,-1.37764158,1.10698989,1
1.88336556,0.25697734,1.37252178,-1.19838153,-0.3785407,0.85274066,1
-0.92028058,0.60040744,-0.4781444,-0.58524886,-1.41576019,0.3371977,0
1.51171431,-0.01299979,1.01239603,-0.55069388,-0.08707464,-0.88605314,1
-1.76007402,0.11808251,-1.23642398,1.04348671,1.24097789,-1.39970191,0
-0.77318578,0.12567528,-0.36035042,-1.02645831,0.58585486,-0.63035501,0
-0.22431709,0.72591205,0.39556098,-0.46168631,-0.45099128,0.98976155,0
-0.0344657,1.01004243,0.56399098,0.12811021,-0.84380914,-0.45047345,0
0.3249629,-0.09834073,-0.1461702,0.62419295,-1.65048853,1.77009704,1
0.11288612,0.93927854,0.4244323,0.51614016,0.20777887,-0.62849489,0
-0.01932432,-0.39993386,-0.44604772,0.00568526,0.09860938,-0.60457498,1
1.60420225,-0.69880661,0.61333398,-0.69521093,-0.66615197,-0.23119514,1
0.23778358,0.22590789,0.30178147,0.69865742,0.57382032,1.9669802,1
1.10333807,0.57434853,1.10761926,0.57531319,-0.13465515,-0.60947759,0
0.12458172,-0.52345106,0.1163486,0.0386798,-0.71285264,-0.06860199,1
1.80062939,-0.26916873,0.96278581,-1.01990541,1.25896593,-0.97277473,1
0.96307954,-0.25110946,0.65321477,0.75138316,-1.36468222,0.2109099,1
1.47776265,-0.72200326,0.48209593,-0.34563953,0.71464609,0.94207277,1
1.97374815,0.63074376,1.35035404,-0.90424519,-0.3949722,0.38720247,1
1.80623075,0.03097573,0.92163251,-1.18462206,-1.04746989,1.97863989,1
0.29162814,-0.71201349,-0.32022094,0.35217205,-0.85435282,-0.89307355,1
-0.23361049,-0.18545909,0.11790996,-0.7592534,-0.08507425,-0.79976755,1
0.77784631,0.74474238,0.82040725,0.7880244,2.55307871,-2.4382148,0
2.03162185,0.45918428,1.77121336,-1.19851263,-1.98105015,0.4220981,1
1.74785341,0.29588589,1.23512383,-0.96520622,0.07346005,0.28599142,1
0.04703377,0.17410165,0.2684533,-0.17648513,0.07473569,-2.14812068,1
1.89029969,0.08905034,1.62246607,-0.98253386,1.99207704,0.32524116,1
0.115358,1.18748757,0.50038361,0.53179568,-0.15213641,0.06298774,0
1.24773311,-0.92753666,0.5140597,0.07504429,-0.39505114,0.68189874,1
2.09118522,0.40410268,1.23524262,-0.8412571,0.20311632,-0.09756227,1
-1.07304441,0.60668379,-0.632071,-0.59823469,0.32095665,0.64963561,0
-0.88768321,0.81408298,-0.31520509,-0.80705775,-1.50017185,0.21753218,0
0.1939244,0.97464327,0.5314829,0.43997761,0.44112682,-0.89008895,0
-0.66910365,0.95800858,-0.08784868,-1.00397664,0.61256996,2.49997118,0
-0.84629322,1.12427176,-0.45110494,-0.77347152,0.6332418,0.79977169,0
0.00675469,-0.46380874,-0.28809665,-0.07108142,-0.13785547,0.26462268,1
0.03174068,0.78889281,0.32411798,-0.06091859,2.01616321,1.92002938,1
0.5062239,0.92476413,0.67211803,1.08075753,-1.17505182,0.70683186,0
-1.11664346,0.43202889,-0.86287465,-0.46217935,0.17135766,-0.59423208,0
1.68453277,-0.03212688,0.68898204,-0.79577023,-0.43650312,0.16581513,1
1.77075971,-0.3028266,1.01497086,-0.85159704,0.4759152,0.4116311,1
1.03977934,-1.13188864,0.34199967,0.77063685,0.29484077,-0.45839031,1
-0.29261166,0.94961016,0.07199903,-0.579118,0.0853588,0.03182377,0
0.67032632,0.27513056,0.47276429,1.07564672,-0.1092679,-0.20079626,0
1.41677866,-0.46977081,0.70403401,-0.5098025,-0.33268011,-0.87132283,1
0.81461567,0.66741535,1.03643183,1.17078393,0.25119134,0.548528,0
1.01974686,0.41556428,0.6999578,0.68353823,-0.20920599,0.9623703,0
-1.04255819,-0.11687511,-0.68026667,-0.4463752,1.19699725,0.70574947,0
-0.1475018,0.35022514,0.12097505,-0.32370987,-1.46705885,0.67354658,1
1.72199505,-0.3799363,0.94966334,-0.91315643,0.48747225,-0.61479216,1
0.12853148,-0.17150279,-0.1124212,0.48513262,1.20485571,-0.6839807,1
0.33985825,0.00238585,0.2723014,1.12430221,-0.03966903,-1.43146878,1
-1.01269535,0.95430968,-0.11810551,-0.80194378,-0.82113832,-0.96044609,0
0.06569121,-0.37937628,-0.07293431,0.03185381,-0.03933899,-0.38443796,1
-0.44036781,1.26011594,0.18118663,-0.89520748,1.43154473,0.09645313,0
1.24486148,0.71627125,0.83155199,-0.00516139,0.05314621,0.4190078,0
-1.19750031,0.23702453,-0.74468377,-0.35257196,0.49781987,1.09952777,0
-0.16478644,1.18037727,0.40987083,-0.3106787,0.2360108,-0.30901724,0
-0.12352745,0.62428745,0.26508866,-0.2543098,2.67041535,1.01024827,0
0.87677186,0.58413181,0.39863486,1.0524395,-0.2992622,-0.84148842,0
0.84507721,0.79179491,0.64454871,1.00118449,-0.23242588,-1.41155173,0
0.13949316,0.07809453,-0.0787438,0.51545518,-0.19058354,-0.12801544,1
0.08909993,0.1213347,0.03019846,0.44587119,1.68296263,-1.48603014,1
2.06444485,-0.04560714,1.60394419,-0.78869706,-0.04457546,0.56873666,1
1.63028579,0.34475549,1.12106925,-0.72328272,0.42728185,1.53285093,0
0.64634338,1.29571728,1.03708537,0.90381322,1.21396501,0.00273231,0
0.72291309,-0.36774462,0.524804,0.9346126,-0.4844838,0.06701747,1
2.20193423,0.01155938,1.37676899,-0.76706627,-1.78039429,0.24384992,1
2.31652093,0.92941467,2.02721749,-0.77760424,-0.89105827,1.55760015,1
0.58200778,0.69733167,0.54699278,0.90715931,0.17908048,-0.86138879,0
0.79869776,-0.76702602,0.24076741,0.87643951,1.47956662,0.95959806,1
2.06335134,-0.42844825,1.23311468,-0.9019257,-1.77979883,-2.18080634,1
2.19540093,0.26610499,1.37192306,-0.81716207,0.95673531,0.22931075,1
0.23649185,0.40326883,0.07256144,0.19373573,-0.37512637,-1.04073867,0
2.40138458,0.22204202,1.53657424,-0.26666981,-0.02810468,0.91043678,1
0.73267929,-0.08703802,0.52112182,1.00333639,1.24843295,-0.29654875,1
1.50385408,1.09669114,1.20361284,-0.44780917,-0.09186455,-0.53060992,0
1.21318322,-0.63233056,0.38565366,0.49044947,-3.1758655,-0.89408977,1
2.2438421,-0.084948,1.44034706,-0.54492664,-0.27066755,0.04112547,1
1.87741032,-0.18562742,1.22870965,-0.94325698,0.32236833,1.13756195,1
-0.060609,0.07334684,-0.1016343,-0.3028226,-0.5812812,-0.20938678,1
1.13746896,-0.11246579,0.48187139,0.23908792,0.0705581,0.99688495,1
1.81358475,-0.17215032,1.18008934,-0.78145803,0.55328705,0.57390815,1
1.81858027,0.24587911,1.23328183,-1.21000671,1.53482065,1.47639527,1
0.52607502,0.83442677,0.68201332,0.99802499,-2.00662373,-0.116823,1
-0.55373549,0.68353309,-0.41577135,-0.90084279,-0.46211831,0.96412328,0
0.28231679,1.4119153,0.74807369,0.45361594,0.68150299,0.21467734,0
-1.09970058,0.5241287,-0.66797371,-0.6001614,0.41605521,2.10485007,0
0.8491953,-0.39996844,0.43031122,0.94095498,-0.58453739,-0.27723215,1
-0.09942376,0.51549302,0.03797863,-0.11198771,1.30739807,-0.22188073,1
0.78147346,-0.43916072,0.18147703,1.14768621,-0.11318732,-1.04976132,1
-1.02449412,0.37588846,-0.48462787,-0.7139877,-1.71271031,1.09392502,0
0.16636608,0.79224475,0.79353954,0.16808682,0.89392727,-0.23462087,1
-0.8936325,0.78561902,-0.25731883,-0.98936711,0.2511856,0.67438665,0
0.42988821,0.76002387,0.72464568,0.774051,-0.095264,-0.54829887,0
2.20924243,0.13939301,1.6188951,-1.02738221,-1.0481962,-0.74666777,1
0.4458295,1.00808285,0.86668377,0.7699369,0.3597544,0.55673523,0
0.30704249,0.70130178,0.31296188,0.7273769,0.14399679,-0.30704006,0
1.16151123,-0.41578546,0.71715171,0.43755577,-1.58511984,-0.60281713,1
1.81019678,-0.68921406,0.83670409,-0.65621671,-1.64954477,-1.54412693,1
-0.07697879,0.9455129,0.43213072,-0.10384523,-0.14408928,-0.06220567,0
0.87971305,0.15554553,0.46833483,0.86952633,-0.57030478,0.59438656,0
1.45088523,-0.38058376,1.04289393,-0.35886899,0.60975914,-0.11407757,1
1.2797656,-0.24295777,0.55695706,-0.1214214,1.07902949,-1.32046172,1
0.94195206,0.97025321,0.78583848,0.84041368,-0.02970684,0.51520165,0
0.01880342,1.32228237,0.37644371,0.07572393,-1.79875556,-1.21717737,0
0.24116982,-0.09095417,0.29249754,0.35121044,0.88977014,-0.43358277,1
-0.13773295,1.12938194,0.15291053,-0.05986624,1.34770108,1.03597705,0
0.27095548,1.27146814,0.42618635,0.65306035,-0.80264502,-0.75213821,0
0.3801795,1.29580504,0.63445553,0.62435066,0.73169072,-0.60629224,0
1.95201164,0.38429735,1.46562843,-0.91839706,-0.42266316,1.22235694,1
0.93646451,0.79926268,0.87076503,0.72447131,0.91223707,0.47822339,0
-0.26779801,0.36855524,-0.12158987,-0.5996836,0.84495396,0.15614023,0
1.82560087,-0.37831836,0.7141066,-1.07705469,-0.2343636,-0.43481244,1
1.03132846,-0.24022662,0.81486759,0.60130435,-1.93331808,0.30066883,1
1.86472155,-0.24562382,1.02269398,-0.90345755,-1.38581276,0.24000823,1
0.57677985,0.84676607,0.43155287,1.03218185,-0.91122521,-0.15366607,0
